Name,Type,Address,Ratings,Location,Price,Image
The Hill Station,Restaurant,"321 Nguyen Duy Hieu Street",4.5,Hoi An,350000,https://www.theyumlist.net/wp-content/uploads/2025/01/The-Hill-Station-Hoi-An-0.jpeg
Red Dragon Restaurant,Restaurant,"332 Cua Dai Street",4.2,Hoi An,260000,https://mia.vn/media/uploads/blog-du-lich/Red_Dragon_Restaurant_Hoi_An_Thuong_thuc_huong_vi_Viet_theo_phong_cach_phuong_Tay_sang_trong_1-1618934535.jpg
Vy's Deli,Restaurant,"41 Nguyen Phuc Chu Street",4.4,Hoi An,240000,https://tastevietnam.asia/images/kitchen_deli/dsc_2758.jpg
Vy's Market Restaurant & Cooking School,Restaurant,"3 Nguyen Hoang Street",4.6,Hoi An,500000,https://www.tastevietnam.asia/sites/default/files/vys-market-front.jpg
Cafe Sputnik,Restaurant,"37 Nguyen Phuc Tan Street",4.0,Hoi An,80000,https://thetravelbook.world/wp-content/uploads/2018/12/cafe-sputnik.jpg
Nostalife,Restaurant,"33/1 Nguyen Phuc Chu Street",4.1,Hoi An,190000,https://www.traveloffpath.com/wp-content/uploads/2019/02/nostalife-hoian-450x600.jpg
Firefly Restaurant & Bar,Restaurant,"174 Tran Nhan Tong Street",4.3,Hoi An,210000,https://madmonkeyhostels.com/wp-content/uploads/2023/07/Firefly-e1689298883554-600x423.jpeg
Nourish Eatery,Restaurant,"220a Nguyen Duy Hieu",4.6,Hoi An,180000,https://nourisheatery.com/wp-content/uploads/2022/01/141437889_745187432785851_3329429967674492104_n.jpeg
Hoa Hien,Restaurant,"35 Tran Quang Khai Street",4.2,Hoi An,230000,https://res.cloudinary.com/dqrovpwjz/image/upload/f_auto,c_fill,g_auto,w_1200,h_630,q_auto/images/places/hoi-an/hoa-hien-restaurant
Bikini Bottom Express An Bang,Restaurant,"Hai Ba Trung Street",4.3,Hoi An,200000,https://www.bikinibottomexpress.com/wp-content/uploads/2024/06/Bikini-Bottom-Express-Hoi-An.jpeg
Mango Rooms,Restaurant,"37 Phan Boi Chau Street",4.5,Hoi An,480000,https://static.wixstatic.com/media/f0d1fa_16bea7b0431e477293681f048e7c4359~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/f0d1fa_16bea7b0431e477293681f048e7c4359~mv2.jpg
Mix,Restaurant,"70 Le Loi Street",4.4,Hoi An,320000,https://flightstofancy.com/wp-content/uploads/2017/05/Flights-To-Fancy_-Mix-Greek-Restaurant-Hoi-An-Exterior.png
Banh Xeo - Thit Nuong - Nem Lui Ba 9,Restaurant,"Alley 92 Phan Chau Trinh",4.5,Hoi An,90000,https://toplist.vn/images/800px/banh-xeo-thit-nuong-nem-lui-ba-9-1126175.jpg
Peanuts - Vegan Vietnamese Food,Restaurant,"122 Tran Nhan Tong Street",4.7,Hoi An,120000,https://img.restaurantguru.com/c423-Restaurant-Peanuts-Vegan-Vietnamese-Food-meals.jpg
Chickpea Eatery,Restaurant,"86/5 Phan Chau Trinh Street",4.6,Hoi An,150000,https://chickpeaeatery.com/wp-content/uploads/2021/09/IMG_2835-scaled.jpg
Faifoo Central Restaurant,Restaurant,"57 Hoang Dieu Street",4.2,Hoi An,250000,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/c1/ad/3c/with-spacious-space-overlookin.jpg
Met Hoi An,Restaurant,"49 Nguyen Thai Hoc Street",4.4,Hoi An,280000,https://metvietnameserestaurant.com/wp-content/uploads/2024/04/b369.jpg
Bikini Bottom Express Hoi An Riverside,Restaurant,"115 Tran Quang Khai Street",4.3,Hoi An,210000,https://www.bikinibottomexpress.com/wp-content/uploads/2024/06/Bikini-Bottom-Express-Hoi-An.jpeg
Vietnom Local Eatery Hoi An,Restaurant,"119 Tran Quang Khai Street",4.2,Hoi An,180000,https://c8.alamy.com/comp/2T0JTJT/hoi-an-vietnam-restaurant-specializing-in-vietnamese-cuisine-2T0JTJT.jpg
Missteak Hoi An,Restaurant,"117 Tran Quang Khai Street",4.1,Hoi An,260000,https://testcdn.vietnamairlines.com/~/media/SEO-images/2025+SEO/Traffic+TA/MN/best+restaurants+in+hoi+ancient+town/best-restaurants-in-hoi-an-ancient-town.jpg
Seafood Garden,Restaurant,"27",4.0,Hoi An,300000,https://img.restaurantguru.com/w550/h367/r204-HOI-AN-SEAFOOD-seafood-2024-05.jpg
Gourmet Garden,Restaurant,"Hoi An, Vietnam",4.2,Hoi An,280000,https://media-cdn.tripadvisor.com/media/photo-s/02/f6/30/e4/gourmet-garden-hoi-an.jpg
Old Garden,Restaurant,"76/26",4.0,Hoi An,220000,https://jackytravel.com/wp-content/uploads/2019/04/Hoi-An-lantern-resto-1-1140x530.jpg
Tea Garden,Restaurant,"111 Tran Hung Dao Street",4.3,Hoi An,150000,https://media-cdn.tripadvisor.com/media/photo-s/06/65/de/55/caption.jpg
Aira Garden,Restaurant,"Hoi An, Vietnam",4.5,Hoi An,380000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/82/a2/ba/restaurant-is-surrounded.jpg?w=1200&h=-1&s=1
Pine Garden,Restaurant,"Hoi An, Vietnam",4.1,Hoi An,240000,https://www.mumonthemove.com/wp-content/uploads/2015/09/Secret-Garden-Hoi-An.jpg
Serene Garden Restaurant,Restaurant,"Hoi An, Vietnam",4.2,Hoi An,270000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/cf/c2/f4/serene-restaurant.jpg?w=1200&h=-1&s=1
Luxury Nha Trang Hotel,Hotel,"Nha Trang, Vietnam",3.0,Nha Trang,550000,https://www.uncovervietnam.com/wp-content/uploads/2019/07/Vinpearl-Discovery-1-Nha-Trang-Hotel-5-1-1.jpg
Vietgrand Hotel,Hotel,"Nha Trang, Vietnam",3.5,Nha Trang,600000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e3/7c/57/viet-grand-hotel.jpg?w=700&h=-1&s=1
Golden Rain Hotel,Hotel,"142 Hung Vuong",3.8,Nha Trang,750000,https://pix10.agoda.net/hotelImages/186/186614/186614_15061517560029569666.jpg?ca=4&ce=1&s=1024x768
Intercontinental Nha Trang,Hotel,"32-34 Tran Phu Street",5.0,Nha Trang,4200000,https://pix10.agoda.net/hotelImages/564/564356/564356_14050716140019334029.jpg?s=1024x768
Golden Summer Hotel,Hotel,"Nha Trang, Vietnam",3.6,Nha Trang,650000,https://leadtour.com.vn/wp-content/uploads/2024/12/golden-summer-hotel-nha-trang.jpg
Golden Rain Hotel,Hotel,"Hung Vuong Street",3.7,Nha Trang,700000,https://pix10.agoda.net/hotelImages/186/186614/186614_15061517560029569666.jpg?ca=4&ce=1&s=1024x768
Golden Hotel,Hotel,"2K",3.5,Nha Trang,620000,https://i.travelapi.com/lodging/6000000/5880000/5872100/5872061/edbbc925_z.jpg
Golden Sea Hotel,Hotel,"Nha Trang, Vietnam",3.6,Nha Trang,680000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/207896236.jpg?k=050c2b23523bde0fa7e4bd6140328ab09979379e78d0e173fef0b6e07efa291b&o=&hp=1
Novotel Hotel,Hotel,"Nha Trang, Vietnam",4.5,Nha Trang,2800000,https://originvietnam.com/uploads/VietNam/Nha-Trang/Novotel/Novotel-Nha-Trang.jpg
Hyatt Regency,Hotel,"Nha Trang, Vietnam",4.8,Nha Trang,3500000,https://globalexpatrecruiting.com/wp-content/uploads/2018/08/Hyatt-expands-presence-in-Vietnam-with-Hyatt-Regency-Nha-Trang-2.jpg
Vinpearl Beachfront,Hotel,"Nha Trang, Vietnam",4.7,Nha Trang,3200000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/0f/b6/4a/vinpearl-condotel-beachfront.jpg?w=1200&h=-1&s=1
Ibis Style Hotel,Hotel,"Hung Vuong Street",4.0,Nha Trang,1200000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/113811975.jpg?k=bd0ee4ab32c642a4dd92055342e306a277015bebff65f1e5881e7cb4bf307ec8&o=&hp=1
I-Resort,Resort,"Nha Trang, Vietnam",4.4,Nha Trang,2200000,https://www.uncovervietnam.com/wp-content/uploads/2022/11/Hot-Mineral-Spring-I-Resort-Nha-Trang.jpeg
Cham Oasis Nha Trang Resort,Resort,"Nha Trang, Vietnam",4.5,Nha Trang,2500000,https://vietnamresorts.com/media/uploads/2022/02/24/cham-oasis-nha-trang-resort-condotel.jpeg
The Summer Hotel,Hotel,"34 C-D",3.0,Nha Trang,580000,https://ak-d.tripcdn.com/images/1mc5l12000favm112BF13_R_960_660_R5_D.jpg
Prime Hotel,Hotel,"22 Ton Dan Street",3.0,Nha Trang,550000,https://media-cdn.tripadvisor.com/media/photo-s/07/87/65/60/prime-hotel.jpg
Sunny Hotel,Hotel,"96/2 Tran Phu Street",3.0,Nha Trang,500000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/9b/7e/2c/sunny-hotel.jpg?w=700&h=-1&s=1
Happy Light Hotel,Hotel,"1 Nguyen Thi Minh Khai Street",3.0,Nha Trang,520000,https://happylighthotel.com/wp-content/uploads/2023/07/Happy-Light-Central-Nha-Trang-pool-at-night.jpg
Ha Van Hotel Nha Trang,Hotel,"73/6 Tran Quang Khai Street",2.0,Nha Trang,350000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/38/d4/ff/skylight-havana-nha-trang.jpg?w=700&h=-1&s=1
Oriole Hotel,Hotel,"Nha Trang, Vietnam",2.0,Nha Trang,300000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fb/69/nha-trang.jpg?w=900&h=500&s=1
Yasaka Saigon Nhatrang,Hotel,"Nha Trang, Vietnam",4.0,Nha Trang,1100000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/70/bd/94/caption.jpg?w=1200&h=1200&s=1
Barcelona Hotel,Hotel,"34E",3.0,Nha Trang,600000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/af/0e/f8/barcelona-hotel.jpg?w=1400&h=800&s=1
Venue Hotel,Hotel,"24 Ton Dan Street",3.0,Nha Trang,620000,https://www.panteon.ru/upload/catalog/11191/360728848.jpg
Majestic Premium Hotel,Hotel,"Nha Trang, Vietnam",4.2,Nha Trang,1400000,https://vietnamresorts.com/media/uploads/2022/03/01/majestic-premium-hotel-1.jpeg
Green Peace Hotel,Hotel,"Nha Trang, Vietnam",2.0,Nha Trang,320000,https://leadtour.com.vn/wp-content/uploads/2025/03/green-peace-hotel-nha-trang.jpg
Kim Hoan Hong Hotel,Hotel,"146",2.0,Nha Trang,300000,https://statics.vinpearl.com/Hinh-anh-Vinpearl-Resort-&-Spa-Nha-Trang-Bay-5_1680081335.jpg?_ga=2.136966451.2059716496.1690880439-369035031.1690689211
Asia Paradise Hotel,Hotel,"06",3.9,Nha Trang,850000,https://www.golfasian.com/photos/userpics/10001/Asia+Paradise+Hotel+Nha+Trang+-+Overview.jpg
Nhi Phi Hotel,Hotel,"10",3.8,Nha Trang,800000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/22969005.jpg?k=495afc48f7d450fee7accb78a895c5771629441dd0eb9f3367e85c8c2f790301&o=&hp=1
Saint Paul Hotel,Hotel,"6D Quan Tran, Hung Vuong",3.5,Nha Trang,680000,https://cdn1.nhatrangtoday.vn/images/photos/khach-san-saint-paul-nha-trang-2.jpg
Daisy Flower Hotel,Hotel,"Nha Trang, Vietnam",3.6,Nha Trang,700000,https://lbcdn.airpaz.com/hotelimages/5933961/daisy-flower-nha-trang-989002c2e54414fa0bc675b8c44f3a21.jpg
Sun City Hotel,Hotel,"4 Ton Dan",3.7,Nha Trang,720000,https://pix10.agoda.net/hotelImages/444/444892/444892_16112316570049022225.jpg?ca=6&ce=1&s=1024x768
Indochine Hotel,Hotel,"Nha Trang, Vietnam",2.0,Nha Trang,350000,https://www.holiday.by/files/hotels/thumbnails/hotels_gallery_fullsize/2574/20b88e3147b022325de796ff44203a7f71b8b001.jpeg
Vdb Nha Trang Hotel,Hotel,"50 Pham Van Dong Street, Khanh Hoa",4.0,Nha Trang,1000000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/22/aa/96/vdb-nha-trang-hotel.jpg?w=1200&h=-1&s=1
Dubai Nha Trang Hotel,Hotel,"20 Ton Dan Street",3.8,Nha Trang,820000,https://attractionsvietnam.com/hotels/dubai-nha-trang/__og_image__/og.png
Vu Quy 1 Hotel,Hotel,"Nha Trang, Vietnam",3.0,Nha Trang,500000,https://statics.vinpearl.com/Hinh-anh-Vinpearl-Resort-&-Spa-Nha-Trang-Bay-5_1680081335.jpg?_ga=2.136966451.2059716496.1690880439-369035031.1690689211
Phuong Nhung Hotel,Hotel,"Vo Tru Street",2.0,Nha Trang,280000,https://cdn1.nhatrangtoday.vn/images/photos/khach-san-phuong-nhung-nha-trang-top.jpg
Nha Trang Paradise Hotel,Hotel,"69/11 To Hien Thanh Street",3.9,Nha Trang,880000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=122133617522801489
Star City Hotel,Hotel,"72-74 Tran Phu Street",4.3,Nha Trang,1600000,https://image.kkday.com/v2/image/get/s1.kkday.com/product_132166/20220811150621_Gc80u/jpg
Maritime Hotel,Hotel,"34 Tran Phu Street",3.5,Nha Trang,650000,https://pix10.agoda.net/hotelImages/442/442369/442369_16100517000047442817.jpg?ca=6&ce=1&s=1024x768
Monaco Hotel,Hotel,"4 Ton Dan Street",3.6,Nha Trang,700000,https://leadtour.com.vn/wp-content/uploads/2024/10/khach-san-monaco-nha-trang.jpg
Navy Nha Trang Hotel,Hotel,"107 Nguyen Thien Thuat, Nha Trang",4.0,Nha Trang,1050000,https://cdn.worldota.net/t/640x400/extranet/cd/58/cd58cf8fbe72b4cd42fe0556e4206c8401f4133f.JPEG
Queen Ann Hotel Nha Trang,Hotel,"100 Tran Phu Street",4.4,Nha Trang,1800000,https://phulong.vn/wp-content/uploads/2020/02/queen-ann-nha-trang.jpg
Daphovina Hotel,Hotel,"32 Bac Son Street, Khanh Hoa",4.0,Nha Trang,1100000,https://cdn1.nhatrangtoday.vn/images/photos/khach-san-Daphovina-Hotel-Nha-Trang.jpg
Happy House Hotel,Hotel,"Nha Trang, Vietnam",3.5,Nha Trang,600000,https://media-cdn.tripadvisor.com/media/photo-s/04/56/46/4a/happy-house-hotel-2013.jpg
Van Long Hotel,Hotel,"Nha Trang, Vietnam",3.0,Nha Trang,550000,https://www.bmair.nl/wp-content/uploads/2024/12/hotels_nha_trang.webp
Saigon Hotel,Hotel,"Nha Trang, Vietnam",3.8,Nha Trang,780000,https://pix10.agoda.net/hotelImages/11007/-1/d0c682b82043468df34b912ae6d68553.jpg?s=1024x768
Cuong Long Hotel,Hotel,"Nha Trang, Vietnam",3.5,Nha Trang,620000,https://ctsassets1.check24.de/ttl=14/di=2/nfc=301/source=aHR0cDovL2Nkbi5zbXlyb29tcy5jb20vY2xvdWRjb250ZW50L2ZvdG9zL2FncmVnYWRvckhvdGVsZXJvLzAwMjEvMTcwMjIvMjExNzAyMi8xOS5qcGc=!19caf2/picture.jpg
Thang Long Nhatrang Hotel,Hotel,"Nha Trang, Vietnam",3.6,Nha Trang,680000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=840599815988140
Blue Ocean Hotel,Hotel,"Nha Trang, Vietnam",3.7,Nha Trang,750000,https://media-cdn.tripadvisor.com/media/photo-s/0e/9c/44/54/image-0-02-06-5b9e48c7a97633ac.jpg
Hoang Thanh Hotel,Hotel,"Nha Trang, Vietnam",3.5,Nha Trang,600000,https://www.bmair.nl/wp-content/uploads/2024/12/hotels_nha_trang.webp
Grill Garden,Restaurant,"21 Biet Thu Street",4.2,Nha Trang,320000,https://alltop.vn/backend/media/images/posts/2149/Grill_Garden_-_BBQ_Buffet_restaurant-130081.jpg
Grill Garden,Restaurant,"30B Nguyen Thien Thuat Street",4.2,Nha Trang,320000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e6/2a/9d/grill-garden-nha-trang.jpg?w=900&h=500&s=1
Shrimp Garden - Shrimp Buffet,Restaurant,"Nha Trang, Vietnam",4.3,Nha Trang,380000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100081637891223
Shrimp Garden,Restaurant,"58 Tran Phu Street",4.3,Nha Trang,380000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=917904316465253
Grill House,Restaurant,"Nha Trang, Vietnam",4.1,Nha Trang,280000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=654434930032312
Local Garden,Restaurant,"Nha Trang, Vietnam",4.0,Nha Trang,220000,https://media-cdn.tripadvisor.com/media/photo-s/0c/dc/5f/13/nha-hang-champa-garden.jpg
Burgerbbq&grill,Restaurant,"79 Hung Vuong Street",4.1,Nha Trang,180000,https://static.riviu.vn/image/2020/07/15/612f5a7089c94d88999dd1469a0d4346.jpg
Garden,Restaurant,"25 Cu Chi Street",3.9,Nha Trang,150000,https://cdn.vietreader.com/uploads/posts/2021-05/travel_the-beautiful-garden-cafes-attracting-tourists-in-nha-trang-2.png
Mr.Ba Buffet Bbq Seafood,Restaurant,"Nha Trang, Vietnam",4.2,Nha Trang,350000,https://cdn.statically.io/img/danangprivatecar.com/wp-content/uploads/2023/07/A-wide-variety-of-dishes-at-the-Zallo-700x530.jpeg?quality=60&f=auto
Miss Bamboo Buffet,Restaurant,"Nha Trang, Vietnam",4.0,Nha Trang,290000,https://c8.alamy.com/comp/2T03WMB/miss-bamboo-cafe-coastal-city-of-nha-trang-september-22-2023-bamboo-and-rattan-interior-of-a-luxury-cafe-in-coastal-city-of-nha-trang-khanh-hoa-2T03WMB.jpg
I Like Buffet Restaurant,Restaurant,"Nha Trang, Vietnam",4.1,Nha Trang,310000,https://cdn.justfly.vn/2048x1365/media/202303/22/1679458040-i-like-buffet-restaurant-nha-trang-1.jpg
Amore Garden,Restaurant,"Nha Trang, Vietnam",4.2,Nha Trang,260000,https://thachcaodep.net/wp-content/uploads/2023/08/amore-gardens-ca-phe-to-tuong-nha-trang.jpg
Black Coffe Premium Roastery,Restaurant,"Nha Trang, Vietnam",4.4,Nha Trang,85000,https://en.tgroup.vn/uploads/images/quyen-do/Cuisine/14.jpg
Lanterns,Restaurant,"34/6 Nguyen Thien Thuat Street",4.5,Nha Trang,220000,https://images.squarespace-cdn.com/content/v1/56e03252ab48ded0e100ec12/1565781895544-H37E3J67GMWRE3MAOK8X/WhatsApp+Image+2019-08-10+at+18.58.33+%281%29.jpg
Yen's Restaurant,Restaurant,"73/6 Tran Quang Khai Street",4.3,Nha Trang,250000,https://statics.vincom.com.vn/xu-huong/nha-hang-nha-trang/yen's-restaurant.png
Galangal,Restaurant,"Nha Trang, Vietnam",4.4,Nha Trang,300000,https://media-cdn.tripadvisor.com/media/photo-s/0d/87/9b/66/caption.jpg
Livincollective,Restaurant,"77 Bach Dang Street",4.6,Nha Trang,280000,https://image.vietnam.travel/sites/default/files/styles/article_photo_large/public/2019-03/Best+restaurant+Nha+Trang-6.jpg?itok=LaqpdaX0
Mr Krab,Restaurant,"96B/5/11 Tran Phu Street",4.2,Nha Trang,450000,https://nhatrangapartments.com/storage/life-in-nha-trang/chuanchuankim/ot-hiem/z4189073126522-6f39300a4c1a092f4b89ec45062a6937.jpg
Rainforest,Restaurant,"146 Vo Tru Street",4.5,Nha Trang,90000,https://morethanfoodmag.com/wp-content/uploads/2018/02/rainforest-nha-trang-cafe-outside-683x1024.jpg
Bogosov Cactus Mexican Food,Restaurant,"5/O Hung Vuong Street",4.3,Nha Trang,240000,https://images.happycow.net/venues/1024/34/07/hcmp340748_2141116.jpeg
Yakitoriya Thaithai,Restaurant,"1/39 Tran Quang Khai Street",4.2,Nha Trang,260000,https://media-cdn.tripadvisor.com/media/photo-s/1b/26/f5/27/caption.jpg
La Bella Crepe,Restaurant,"6/2 Nguyen Thien Thuat Street",4.4,Nha Trang,120000,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/84/22/ce/2-nguy-n-thi-n-thu-t.jpg
Com Quynh Anh - Seafood Restaurant,Restaurant,"18 Tran Phu Street",4.0,Nha Trang,150000,https://statics.vinpearl.com/nha-trang-seafood-6_1696181999.jpg
Bun Mam Ne,Restaurant,"18 Hai Ba Trung Street",4.2,Nha Trang,55000,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/07_2024/1quan_bun_mam_nem_nha_trang_1cuongquocpham.jpg
Bakha Fastfood,Restaurant,"6 Tran Quang Khai Street",3.9,Nha Trang,80000,https://img.restaurantguru.com/c471-Restaurant-Nha-Trang-fast-food-dishes.jpg
Highlands Coffee,Restaurant,"Nha Trang, Vietnam",4.0,Nha Trang,60000,https://visitnhatrang.vn/wp-content/uploads/2024/08/chi-nhanh-ca-phe-highlands-coffee-nha-trang-768x511.jpg
Tt Pilates Nha Trang,Restaurant,"2 Nguyen Thi Minh Khai Street",4.5,Nha Trang,300000,https://mbspilates.vn/wp-content/uploads/2024/05/pilates-nha-trang-1.webp
Air Bbq & Seafood,Restaurant,"182 Hung Vuong Street",4.1,Nha Trang,380000,https://static.vinwonders.com/production/nha-trang-seafood-banner.jpg
Sinh To Thien Nhien,Restaurant,"Vinh Phuoc, Nha Trang, Khanh Hoa",4.0,Nha Trang,40000,https://static.riviu.co/image/2020/11/26/d561b3a0ff525a921352e00078d56d92_output.jpeg
Sakura Sushi Nha Trang Japanese Cuisine,Restaurant,"30 Ly Tu Trong Street",4.4,Nha Trang,350000,https://alltop.vn/backend/media/images/posts/2998/Sakura_Sushi_Nha_Trang_Japanese_cuisine-163276.jpg
Hanoi Corner,Restaurant,"Nha Trang, Vietnam",4.1,Nha Trang,180000,http://hanoicornerrestaurant.com/storage/photos/z5043506928491_e3f327ef5d8d82ce5e037797d3262e12.jpg
Starbucks Nha Trang Center,Restaurant,"20 Tran Phu Street",4.3,Nha Trang,95000,https://khanhhoa360.com/images/post/2024/10/starbucks_nha_trang/starbucks_nha_trang_center.webp
Pinsa De Roma,Restaurant,"53/7 Nguyen Thien Thuat Street",4.5,Nha Trang,280000,https://pinsaderoma.vn/storage/pagedata/101283/img/upload/background/bk-1.webp
M-Bar Sushi,Restaurant,"16 Ton Dan Street",4.3,Nha Trang,320000,https://statics.vinpearl.com/sushi-nha-trang-7_1686374936.jpg
Sanmarino,Restaurant,"203/5 Nguyen Thien Thuat Street",4.2,Nha Trang,250000,https://nhatrangapartments.com/storage/life-in-nha-trang/chuanchuankim/ot-hiem/z4189073126522-6f39300a4c1a092f4b89ec45062a6937.jpg
Nha Trang View,Restaurant,"Nha Trang, Vietnam",4.3,Nha Trang,220000,https://media.mia.vn/uploads/blog-du-lich/nha-trang-view-restaurant-nha-hang-duoc-danh-gia-cao-voi-chung-chi-phuc-vu-xuat-sac-2017-1623923143.jpg
Burger Bbq And Grill,Restaurant,"Nha Trang, Vietnam",4.1,Nha Trang,190000,https://static.riviu.vn/image/2020/07/15/612f5a7089c94d88999dd1469a0d4346.jpg
Da Lat Buffet Bbq,Restaurant,"Nha Trang, Vietnam",4.0,Nha Trang,299000,https://static.vinwonders.com/production/buffet-nha-trang-12.jpg
Phuc An Vegetarian Buffet,Restaurant,"Nha Trang, Vietnam",4.4,Nha Trang,150000,https://www.cotrang.org/public/images/tin_dang/6/180_171_nha-hang-buffet-chay-phuc-an-65-thich-quang-duc-nha-trang-bk-4.jpg
O.He Seafood Buffet Bbq Hotpot,Restaurant,"Nha Trang, Vietnam",4.2,Nha Trang,320000,https://c8.alamy.com/comp/2SCFM87/nha-trang-vietnam-august-03-2024-street-level-view-of-ohe-seafood-buffet-bbq-and-hotpot-in-nha-trang-vietnam-at-nighttime-2SCFM87.jpg
Bbq Un In,Restaurant,"Nha Trang, Vietnam",4.3,Nha Trang,280000,https://atypikvietnam.com/wp-content/uploads/2022/04/BBQ-Un-In.jpg
Dinner At Cim’s,Restaurant,"Nha Trang, Vietnam",4.5,Nha Trang,400000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=716482987145570
Ganesh,Restaurant,"Nha Trang, Vietnam",4.4,Nha Trang,260000,https://yallavietnam.vn/wp-content/uploads/2020/04/ganesh-indian-restaurant-in-nha-trang-halal-food-yallavietnam.jpeg
La Mancha,Restaurant,"Nha Trang, Vietnam",4.3,Nha Trang,350000,https://fr.luxtraveldmc.com/blog/wp-content/uploads/2018/09/la-mancha-sign-on-the.jpg
Da Fernando,Restaurant,"Nha Trang, Vietnam",4.5,Nha Trang,380000,https://vina.com/wp-content/uploads/2015/04/Da-Fernando-Restaurant.jpg
Ciao Vietnam,Restaurant,"Nha Trang, Vietnam",4.1,Nha Trang,200000,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=110113932098014
Echo And Luca,Restaurant,"Nha Trang, Vietnam",4.4,Nha Trang,240000,https://a.cdn-hotels.com/gdcs/production82/d402/aacd028a-f3f6-4d15-87bc-cb8cf2a2812b.jpg
The Local 3,Restaurant,"Nha Trang, Vietnam",4.0,Nha Trang,180000,https://nhatrangapartments.com/storage/life-in-nha-trang/chuanchuankim/ot-hiem/z4189073126522-6f39300a4c1a092f4b89ec45062a6937.jpg
Oasis Restaurant,Restaurant,"3 Tran Quang Khai Street",4.2,Nha Trang,210000,https://res.klook.com/images/fl_lossy.progressive,q_65/c_fill,w_1000,h_750/w_61,x_11,y_11,g_south_west,l_Klook_water_br_trans_yhcmh3/activities/xrdjxpetzlwd99unxlio/TourKhámPháGreenOasis,TắmBùnởHònTằmtừNhaTrang.jpg
Muong Thanh Holiday Da Lat Hotel,Hotel,"42 Phan Boi Chau Street",4.0,Da Lat,1300000,https://dcontent.inviacdn.net/shared/img/web-1200x1024/2021/4/10/d127/28706533-muong-thanh-holiday-da-lat.jpg
Mercure Dalat Resort,Resort,"Da Lat, Vietnam",4.5,Da Lat,2800000,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/ae/7a/ff/mercure-dalat-resort.jpg?w=1400&h=800&s=1
Hoang Anh Da Lat Resort,Resort,"3",5.0,Da Lat,3200000,https://cdn.dealtoday.vn/img/s630x420/f3e0ba8aadc14817a96edcfe87823d3e.jpg?sign=Sf3FkaFgr9UlWMNj3Mt4nw
Mercure Hotel,Hotel,"Da Lat, Vietnam",4.4,Da Lat,1900000,https://cf.bstatic.com/xdata/images/hotel/max1024x768/482933281.jpg?k=0895e2adf7a183921525c3e8391ca885e7aae6d291883f3126e071c77151f4b5&o=&hp=1
Sammy Hotel,Hotel,"1",4.0,Da Lat,1200000,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/92076495.jpg?k=0fbfe201e6cb180ca9b51ec81e8122ca19033cd0ceab1b3f60466df7fd9ec2bc&o=
Saigon-Dalat Hotel,Hotel,"2",4.0,Da Lat,1250000,https://saigondalathotel.com/wp-content/uploads/2019/06/SG-DL-bynight.jpg
Ngoc Lan Hotel,Hotel,"42",4.0,Da Lat,1150000,http://pix2.agoda.net/hotelimages/179080/-1/285d2ac39a2f3f8a8ef8d7df98cc07ee.jpg
Golf 3 Hotel,Hotel,"4",4.0,Da Lat,1100000,https://www.tnktravel.com/wp-content/uploads/2013/12/Golf-3-DLat-Hotel.jpg
Saphir Dalat Hotel Agoda,Hotel,"22-24 Phan Nhu Thach Street",4.0,Da Lat,1050000,https://2trip.vn/wp-content/uploads/2020/10/saphir-dalat-hotel-1.jpg
Empress Hotel,Hotel,"5",3.0,Da Lat,800000,https://imgcy.trivago.com/c_limit,d_dummy.jpeg,f_auto,h_600,q_auto,w_600/hotelier-images/47/3d/4d2ff332710e31f7355bb7c611e81ba26c6f44a2d118e712025d9ca3d27e.jpeg
